[warning] electron/events/eventTypes.UptimeEvents.internal:monitor:manual-check-completed.__type.identifier (Property), defined in uptime-watcher/electron/events/eventTypes.ts, does not have any documentation
[warning] shared/types/schemaTypes.SiteSchemaType.__type.monitors.__type.timeout (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/types/schemaTypes.SiteSchemaType.__type.monitors.__type.type (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/types/schemaTypes.SiteSchemaType.__type.name (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/types/themeConfig.AnimationConfig.duration.__type.fast (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.AnimationConfig.duration.__type.normal (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.AnimationConfig.duration.__type.slow (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.AnimationConfig.easing.__type.easeIn (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.AnimationConfig.easing.__type.easeInOut (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.AnimationConfig.easing.__type.easeOut (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.AnimationConfig.easing.__type.linear (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.ComponentConfig.button.__type.borderRadius (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.ComponentConfig.button.__type.fontSize (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.ComponentConfig.button.__type.fontWeight (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.ComponentConfig.button.__type.padding (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.ComponentConfig.card.__type.borderRadius (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.ComponentConfig.card.__type.padding (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.ComponentConfig.card.__type.shadow (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.ComponentConfig.input.__type.borderRadius (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.ComponentConfig.input.__type.fontSize (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.ComponentConfig.input.__type.padding (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.ComponentConfig.modal.__type.backdropColor (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.ComponentConfig.modal.__type.borderRadius (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.ComponentConfig.modal.__type.shadow (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.animation.__type.duration (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.animation.__type.duration.__type.fast (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.animation.__type.duration.__type.normal (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.animation.__type.duration.__type.slow (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.animation.__type.easing (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.animation.__type.easing.__type.easeIn (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.animation.__type.easing.__type.easeInOut (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.animation.__type.easing.__type.easeOut (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.animation.__type.easing.__type.linear (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.borderRadius.__type.full (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.borderRadius.__type.lg (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.borderRadius.__type.md (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.borderRadius.__type.none (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.borderRadius.__type.sm (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.borderRadius.__type.xl (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.components.__type.button (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.components.__type.button.__type.borderRadius (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.components.__type.button.__type.fontSize (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.components.__type.button.__type.fontWeight (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.components.__type.button.__type.padding (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.components.__type.card (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.components.__type.card.__type.borderRadius (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.components.__type.card.__type.padding (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.components.__type.card.__type.shadow (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.components.__type.input (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.components.__type.input.__type.borderRadius (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.components.__type.input.__type.fontSize (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.components.__type.input.__type.padding (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.components.__type.modal (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.components.__type.modal.__type.backdropColor (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.components.__type.modal.__type.borderRadius (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.components.__type.modal.__type.shadow (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.shadows.__type.lg (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.shadows.__type.md (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.shadows.__type.none (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.shadows.__type.sm (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.shadows.__type.xl (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.spacing.__type.lg (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.spacing.__type.md (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.spacing.__type.sm (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.spacing.__type.xl (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.spacing.__type.xs (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.spacing.__type.xxl (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
[warning] shared/types/themeConfig.DefaultThemeConfig.spacing.__type.xxs (Property), defined in uptime-watcher/shared/types/themeConfig.ts, does not have any documentation
